,tamcel,twin,tstep,nodos,edges,Gr.promedio,Clustering,PathLength,Entropia,Alpha,Sigma,energia
1635,70,12,6.0,20,54,5.4,0.411126373626,2.04736842105,0.65063848505,3.82470037083,0.706175092708,1.23296550483e+14
1636,80,12,6.0,19,53,5.57894736842,0.476608187135,1.87719298246,0.706256994196,5.26839554965,1.74256518617,1.23296550483e+14
1637,90,12,6.0,17,47,5.52941176471,0.409107885578,1.84558823529,0.705545489661,3.20038278749,0.635195797339,1.23296550483e+14
1638,100,12,6.0,16,46,5.75,0.367951839827,1.83333333333,0.691808348602,4.66955048962,1.29738201756,1.23296550483e+14
1639,120,12,6.0,13,45,6.92307692308,0.634465534466,1.52564102564,0.785244590299,9.46678674253,3.45655121336,1.23296550483e+14
1640,140,12,6.0,12,37,6.16666666667,0.583994708995,1.51515151515,0.795399207362,6.62326116129,1.98812304977,1.23296550483e+14
1641,160,12,6.0,11,35,6.36363636364,0.639321789322,1.49090909091,0.856535980114,8.16990694282,2.92710225219,1.23296550483e+14
1642,180,12,6.0,11,33,6.0,0.702164502165,1.52727272727,0.80180325363,7.74289950741,3.0155163328,1.23296550483e+14
1643,200,12,6.0,10,31,6.2,0.71619047619,1.4,0.795579735716,4.30049077133,1.16689970283,1.23296550483e+14
1644,250,12,6.0,8,24,6.0,0.666666666667,1.39285714286,0.767854126777,19.7221892235,8.37281755829,1.23296550483e+14
1645,300,12,6.0,7,22,6.28571428571,0.866666666667,1.2380952381,0.643915638519,38.4443784471,16.7456351166,1.23296550483e+14
1646,350,12,6.0,6,17,5.66666666667,0.9,1.2,0.628420802625,17.2178979866,7.25286447003,1.23296550483e+14
1647,400,12,6.0,5,14,5.6,1.0,1.0,0.360964047444,4.08287932797,1.37870554875,1.23296550483e+14
1648,450,12,6.0,5,12,4.8,0.866666666667,1.2,0.760964047444,11.9696298955,5.48481494775,1.23296550483e+14
1649,500,12,6.0,4,10,5.0,1.0,1.0,-0.0,,,1.23296550483e+14
1650,1,12,6.0,73,79,2.16438356164,0.0,7.71651445967,0.125104022391,16.336253297,1.83303287006,1.38945224766e+14
1651,2,12,6.0,68,78,2.29411764706,0.00767973856209,6.26338893766,0.161742581444,10.8795437209,1.22540658329,1.38945224766e+14
1652,3,12,6.0,62,78,2.51612903226,0.00830889540567,4.64145954521,0.22182561475,8.97831283531,2.30314053157,1.38945224766e+14
1653,4,12,6.0,59,77,2.61016949153,0.00878274268105,4.36879018118,0.231008609726,6.20489597569,0.689405313496,1.38945224766e+14
1654,5,12,6.0,56,76,2.71428571429,0.0291125541126,4.12077922078,0.244461373063,6.80863694414,1.61102602636,1.38945224766e+14
1655,6,12,6.0,55,75,2.72727272727,0.0461157024793,3.93198653199,0.229513687324,6.04676996751,0.686778403867,1.38945224766e+14
1656,7,12,6.0,56,77,2.75,0.117147435897,4.18896103896,0.23619592338,5.28492550932,1.23695144813,1.38945224766e+14
1657,8,12,6.0,52,76,2.92307692308,0.0506781679859,3.58521870287,0.232707047404,4.63808605215,1.05022498077,1.38945224766e+14
1658,9,12,6.0,50,75,3.0,0.0513736263736,3.43265306122,0.25615933286,5.09055374577,1.13451548273,1.38945224766e+14
1659,10,12,6.0,51,74,2.90196078431,0.126632191338,3.40078431373,0.243961144803,4.70102139866,1.0683928504,1.38945224766e+14
1660,20,12,6.0,40,69,3.45,0.185397869674,2.63846153846,0.360927468873,5.15019202162,1.07157497222,1.38945224766e+14
1661,30,12,6.0,35,67,3.82857142857,0.280100250627,2.44705882353,0.449497350023,4.17821700262,0.820612101452,1.38945224766e+14
1662,40,12,6.0,30,63,4.2,0.333832159126,2.24827586207,0.470508746934,4.33158768933,0.832896922332,1.38945224766e+14
1663,50,12,6.0,27,58,4.2962962963,0.269677279619,2.12250712251,0.497689305344,4.444329317,0.889322005574,1.38945224766e+14
1664,60,12,6.0,24,57,4.75,0.462333152958,2.0652173913,0.563210728825,3.41429095856,0.669603834228,1.38945224766e+14
1665,70,12,6.0,21,55,5.2380952381,0.505174190888,1.90952380952,0.637657838851,3.87896087716,0.910407366635,1.38945224766e+14
1666,80,12,6.0,19,47,4.94736842105,0.429323308271,1.90058479532,0.625925775637,4.45900861836,1.41213435514,1.38945224766e+14
1667,90,12,6.0,18,44,4.88888888889,0.405993080993,1.90196078431,0.683713487335,4.74490901348,1.24830300449,1.38945224766e+14
1668,100,12,6.0,16,41,5.125,0.449862637363,1.78333333333,0.679732128976,6.15417050193,1.94809333756,1.38945224766e+14
1669,120,12,6.0,14,40,5.71428571429,0.607941661513,1.69230769231,0.705477576228,4.65929580706,1.15717093826,1.38945224766e+14
1670,140,12,6.0,12,32,5.33333333333,0.696031746032,1.57575757576,0.710853165525,6.1921115002,2.11967064385,1.38945224766e+14
1671,160,12,6.0,12,31,5.16666666667,0.582407407407,1.63636363636,0.759030636578,5.40536423185,1.97013877761,1.38945224766e+14
1672,180,12,6.0,11,27,4.90909090909,0.469264069264,1.61818181818,0.726412001554,4.92723122414,1.60328543351,1.38945224766e+14
1673,200,12,6.0,10,25,5.0,0.793571428571,1.51111111111,0.77176568643,4.56729941552,1.45634388796,1.38945224766e+14
1674,250,12,6.0,8,21,5.25,0.816666666667,1.35714285714,0.801466170993,2.68818680246,0.638074635134,1.38945224766e+14
1675,300,12,6.0,7,17,4.85714285714,0.819047619048,1.38095238095,0.823255764174,3.94282086501,1.31606949995,1.38945224766e+14
1676,350,12,6.0,6,15,5.0,0.822222222222,1.26666666667,0.826165047177,20.4614775839,11.2360893219,1.38945224766e+14
1677,400,12,6.0,5,11,4.4,0.866666666667,1.2,0.960964047444,2.42086610525,0.635430639652,1.38945224766e+14
1678,450,12,6.0,5,11,4.4,0.8,1.3,0.760964047444,5.93260692475,2.46630346238,1.38945224766e+14
1679,500,12,6.0,4,10,5.0,1.0,1.0,-0.0,,,1.38945224766e+14
1680,1,12,6.0,73,81,2.21917808219,0.0,8.86643835616,0.130824683938,13.2321997055,1.4415785601,1.63251456075e+14
1681,2,12,6.0,68,81,2.38235294118,0.0,5.8797190518,0.161742581444,9.39812834771,1.02599467387,1.63251456075e+14
1682,3,12,6.0,65,81,2.49230769231,0.0,4.65480769231,0.175293201925,7.9215532856,0.8651941607,1.63251456075e+14
1683,4,12,6.0,63,81,2.57142857143,0.0378444307016,4.45314900154,0.186998355447,7.35421355906,0.806985928986,1.63251456075e+14
1684,5,12,6.0,59,81,2.74576271186,0.0608244862482,4.0438340152,0.224748829875,5.87988058333,0.640759712178,1.63251456075e+14
1685,6,12,6.0,58,80,2.75862068966,0.0433646812957,4.04234724743,0.236583885692,4.81644554794,1.10171293223,1.63251456075e+14
1686,7,12,6.0,57,80,2.80701754386,0.132216905901,3.76441102757,0.231557843283,5.66134467238,0.622898383061,1.63251456075e+14
1687,8,12,6.0,55,80,2.90909090909,0.0913086913087,3.53872053872,0.248975333877,4.15626347274,0.91113478281,1.63251456075e+14
1688,9,12,6.0,55,80,2.90909090909,0.103484848485,3.64511784512,0.228470312574,4.672345962,1.06011496486,1.63251456075e+14
1689,10,12,6.0,55,80,2.90909090909,0.105367965368,3.51178451178,0.224428237707,5.62144448554,0.623155447306,1.63251456075e+14
1690,20,12,6.0,44,74,3.36363636364,0.160311677955,2.7177589852,0.370052287296,4.15142636083,0.874048410371,1.63251456075e+14
1691,30,12,6.0,35,68,3.88571428571,0.295945165945,2.31092436975,0.493661712517,3.73111800961,0.757475847923,1.63251456075e+14
1692,40,12,6.0,31,67,4.32258064516,0.457997817123,2.18924731183,0.547888223191,3.78570454661,0.744510856727,1.63251456075e+14
1693,50,12,6.0,28,61,4.35714285714,0.422534013605,2.12433862434,0.609748659484,3.44642646114,0.678516619023,1.63251456075e+14
1694,60,12,6.0,25,61,4.88,0.626250233427,1.96,0.637535026506,3.33546757469,0.647742160979,1.63251456075e+14
1695,70,12,6.0,21,55,5.2380952381,0.589209926395,1.86666666667,0.713183576678,3.26222466167,0.627428231866,1.63251456075e+14
1696,80,12,6.0,20,46,4.6,0.481897759104,1.88947368421,0.67467189868,4.19218547099,1.12860799667,1.63251456075e+14
1697,90,12,6.0,19,48,5.05263157895,0.534586466165,1.80116959064,0.712444471321,5.5136285751,1.84268114957,1.63251456075e+14
1698,100,12,6.0,17,45,5.29411764706,0.503756374345,1.76470588235,0.764369019072,4.79683901227,1.69799802621,1.63251456075e+14
1699,120,12,6.0,14,43,6.14285714286,0.608822923109,1.58241758242,0.705477576228,4.91830104539,1.38532861996,1.63251456075e+14
1700,140,12,6.0,13,34,5.23076923077,0.658691308691,1.64102564103,0.742330290968,5.44920993343,1.81638234924,1.63251456075e+14
1701,160,12,6.0,11,32,5.81818181818,0.77518037518,1.47272727273,0.80180325363,5.6542995264,1.90010982496,1.63251456075e+14
1702,180,12,6.0,11,33,6.0,0.779437229437,1.43636363636,0.747070527145,10.8652138495,4.93260692475,1.63251456075e+14
1703,200,12,6.0,9,25,5.55555555556,0.774867724868,1.41666666667,0.908493518999,4.70964352519,1.51445562739,1.63251456075e+14
1704,250,12,6.0,8,22,5.5,0.815476190476,1.35714285714,0.979569764547,5.30335024258,1.7568353798,1.63251456075e+14
1705,300,12,6.0,7,19,5.42857142857,0.857142857143,1.28571428571,0.712726390678,4.83244439047,1.71392123542,1.63251456075e+14
1706,350,12,6.0,6,15,5.0,0.9,1.2,0.826165047177,4.27934077154,1.46656577731,1.63251456075e+14
1707,400,12,6.0,5,13,5.2,0.9,1.1,0.685475297227,2.93030281459,0.863257662116,1.63251456075e+14
1708,450,12,6.0,5,12,4.8,0.866666666667,1.2,0.760964047444,11.9696298955,5.48481494775,1.63251456075e+14
1709,500,12,6.0,4,9,4.5,1.0,1.0,0.511859507143,3.61015358529,1.30507679265,1.63251456075e+14
1710,1,12,6.0,92,107,2.32608695652,0.0121118012422,7.03893932155,0.130118811451,10.6252850378,1.02027817345,1.51175305464e+14
1711,2,12,6.0,88,106,2.40909090909,0.0167929292929,6.29571577847,0.154887390643,5.95792349021,1.43122923085,1.51175305464e+14
1712,3,12,6.0,80,105,2.625,0.0322222222222,4.65094936709,0.187625315021,6.80524122992,0.657314132231,1.51175305464e+14
1713,4,12,6.0,79,102,2.58227848101,0.0495890185764,4.80006491399,0.211356866997,6.68835991106,0.65683522518,1.51175305464e+14
1714,5,12,6.0,75,102,2.72,0.0522337662338,4.5181981982,0.242883997447,4.71506386092,0.992892581254,1.51175305464e+14
1715,6,12,6.0,73,103,2.82191780822,0.0605534696018,3.72298325723,0.227715169257,4.33164814335,0.924032939435,1.51175305464e+14
1716,7,12,6.0,70,103,2.94285714286,0.103415356573,3.65631469979,0.237157260695,5.39865781581,0.529536173589,1.51175305464e+14
1717,8,12,6.0,68,102,3.0,0.0887178353123,3.36698858648,0.266202959424,3.49822652942,0.944240873651,1.51175305464e+14
1718,9,12,6.0,67,101,3.01492537313,0.120308041439,3.51334237901,0.277160439255,3.57073925997,0.712994785976,1.51175305464e+14
1719,10,12,6.0,66,98,2.9696969697,0.0847763347763,3.57668997669,0.283971649026,5.08687474428,0.514897819659,1.51175305464e+14
1720,20,12,6.0,54,90,3.33333333333,0.132275132275,2.97693920335,0.385448821925,4.34558074757,0.836395186893,1.51175305464e+14
1721,30,12,6.0,46,84,3.65217391304,0.267797419971,2.67922705314,0.421711519925,3.87688497742,1.01713243811,1.51175305464e+14
1722,40,12,6.0,41,82,4.0,0.267532697066,2.43536585366,0.455289982262,3.04297298201,0.327137491882,1.51175305464e+14
1723,50,12,6.0,36,81,4.5,0.318287777708,2.26031746032,0.5484984041,3.66496165171,0.739127375568,1.51175305464e+14
1724,60,12,6.0,31,76,4.90322580645,0.45861557797,2.09462365591,0.597914256702,3.20940618103,0.552351545257,1.51175305464e+14
1725,70,12,6.0,28,71,5.07142857143,0.421334798742,1.96825396825,0.641780831678,3.85224597399,0.791070700729,1.51175305464e+14
1726,80,12,6.0,24,67,5.58333333333,0.493551587302,1.82608695652,0.653243369822,4.86031867879,1.45906331508,1.51175305464e+14
1727,90,12,6.0,22,65,5.90909090909,0.493191311612,1.77056277056,0.751288232051,3.58854966289,0.717934502971,1.51175305464e+14
1728,100,12,6.0,20,61,6.1,0.55022875817,1.72105263158,0.717158975766,4.09878371641,0.979921452011,1.51175305464e+14
1729,120,12,6.0,17,57,6.70588235294,0.552036525566,1.63235294118,0.804882070575,3.63557759642,0.730977704952,1.51175305464e+14
1730,140,12,6.0,15,45,6.0,0.619877899878,1.6,0.684527442807,5.5136285751,1.84268114957,1.51175305464e+14
1731,160,12,6.0,13,42,6.46153846154,0.622977022977,1.51282051282,0.785244590299,5.44176766298,2.22088383149,1.51175305464e+14
1732,180,12,6.0,12,40,6.66666666667,0.665313852814,1.42424242424,0.680859979864,6.40908190005,2.20824843867,1.51175305464e+14
1733,200,12,6.0,10,32,6.4,0.680952380952,1.4,0.732486760359,4.14050254525,1.11033532304,1.51175305464e+14
1734,250,12,6.0,8,27,6.75,0.853571428571,1.21428571429,0.801466170993,3.1103089439,0.746106882314,1.51175305464e+14
1735,300,12,6.0,7,23,6.57142857143,0.92380952381,1.09523809524,0.560478395846,4.94443085513,1.49085472948,1.51175305464e+14
1736,350,12,6.0,6,19,6.33333333333,1.0,1.0,0.395488489104,5.45802011798,1.81997909202,1.51175305464e+14
1737,400,12,6.0,5,15,6.0,1.0,1.0,-0.0,,,1.51175305464e+14
1738,450,12,6.0,5,13,5.2,1.0,1.0,0.485475297227,5.11050577063,1.83827406501,1.51175305464e+14
1739,500,12,6.0,4,9,4.5,1.0,1.0,0.511859507143,3.61015358529,1.30507679265,1.51175305464e+14
1740,1,12,6.0,93,111,2.38709677419,0.0116487455197,5.82842449743,0.138493825674,9.88046952536,0.936083679728,4.06183654589e+15
1741,2,12,6.0,88,107,2.43181818182,0.0256673881674,5.48275862069,0.164138372147,8.92108867917,0.86426162997,4.06183654589e+15
1742,3,12,6.0,81,106,2.61728395062,0.0350916573139,4.82469135802,0.199224412447,7.00034327945,0.683802579081,4.06183654589e+15
1743,4,12,6.0,80,103,2.575,0.0507577838828,5.04050632911,0.18688085046,7.45133531743,0.740018913147,4.06183654589e+15
1744,5,12,6.0,79,102,2.58227848101,0.0323441677872,4.63972736125,0.209078650239,6.92994280171,0.684730814569,4.06183654589e+15
1745,6,12,6.0,76,102,2.68421052632,0.0486562607499,4.44035087719,0.218483830835,6.48029420656,0.645858866059,4.06183654589e+15
1746,7,12,6.0,73,102,2.79452054795,0.0911279339902,3.76826484018,0.224507289767,4.56502034992,0.952791766164,4.06183654589e+15
1747,8,12,6.0,70,99,2.82857142857,0.0655952380952,4.09730848861,0.23769528133,4.62703038815,0.969364645992,4.06183654589e+15
1748,9,12,6.0,71,98,2.76056338028,0.0766412198682,3.97263581489,0.233132275862,6.07243138806,0.619696124215,4.06183654589e+15
1749,10,12,6.0,68,97,2.85294117647,0.0804787704556,3.62510974539,0.268784177925,6.54228680161,1.34420199356,4.06183654589e+15
1750,20,12,6.0,55,92,3.34545454545,0.140444193488,3.00336700337,0.352754671017,5.69483997958,1.02449807534,4.06183654589e+15
1751,30,12,6.0,49,88,3.59183673469,0.216954370681,2.78401360544,0.40473008528,4.35433169036,0.76953646639,4.06183654589e+15
1752,40,12,6.0,41,85,4.14634146341,0.177074410213,2.46585365854,0.46781057195,5.18270071703,1.58091227227,4.06183654589e+15
1753,50,12,6.0,35,80,4.57142857143,0.288171619525,2.31428571429,0.590495658313,5.16410979018,1.5738855624,4.06183654589e+15
1754,60,12,6.0,30,77,5.13333333333,0.390753778385,2.20459770115,0.630603187151,4.33397528518,0.833493821294,4.06183654589e+15
1755,70,12,6.0,27,77,5.7037037037,0.408620597509,1.93162393162,0.658811985442,3.59367204015,0.552972736952,4.06183654589e+15
1756,80,12,6.0,24,71,5.91666666667,0.354357298475,1.90217391304,0.679538586217,6.65332659306,1.78773883909,4.06183654589e+15
1757,90,12,6.0,23,69,6.0,0.373489830715,1.90909090909,0.707168986581,3.88087622981,0.868616865613,4.06183654589e+15
1758,100,12,6.0,20,57,5.7,0.458392857143,1.84736842105,0.69361808443,3.32663580133,0.600734780749,4.06183654589e+15
1759,120,12,6.0,17,62,7.29411764706,0.534211213623,1.61764705882,0.786571592666,7.68775211611,2.99085366966,4.06183654589e+15
1760,140,12,6.0,15,52,6.93333333333,0.603410663411,1.58095238095,0.802805313585,3.24098309883,0.675681827304,4.06183654589e+15
1761,160,12,6.0,13,45,6.92307692308,0.653663003663,1.53846153846,0.801442324413,11.5689186381,4.72656410468,4.06183654589e+15
1762,180,12,6.0,12,43,7.16666666667,0.625577200577,1.45454545455,0.699044265256,10.7077430278,3.66918197763,4.06183654589e+15
1763,200,12,6.0,10,36,7.2,0.692142857143,1.33333333333,0.732486760359,12.0783421458,4.52271424218,4.06183654589e+15
1764,250,12,6.0,8,27,6.75,0.841666666667,1.25,0.89051796777,4.89497829557,1.59011823056,4.06183654589e+15
1765,300,12,6.0,7,24,6.85714285714,0.885714285714,1.09523809524,0.602197017182,4.36060970443,1.27019107592,4.06183654589e+15
1766,350,12,6.0,6,19,6.33333333333,0.933333333333,1.06666666667,0.539047341795,3.26935053084,0.92645847468,4.06183654589e+15
1767,400,12,6.0,5,14,5.6,1.0,1.0,0.360964047444,4.08287932797,1.37870554875,4.06183654589e+15
1768,450,12,6.0,5,13,5.2,1.0,1.0,0.485475297227,5.11050577063,1.83827406501,4.06183654589e+15
1769,500,12,6.0,4,9,4.5,1.0,1.0,0.511859507143,3.61015358529,1.30507679265,4.06183654589e+15
1770,1,12,6.0,126,152,2.4126984127,0.0366281866282,7.48304761905,0.150511648318,5.96166237424,1.20337988516,4.71701815146e+15
1771,2,12,6.0,115,148,2.57391304348,0.0320158102767,5.72799389779,0.194039487404,6.59262483879,0.533235855947,4.71701815146e+15
1772,3,12,6.0,109,147,2.69724770642,0.0411175979983,5.12147468569,0.197984544386,6.17919412366,0.50543759231,4.71701815146e+15
1773,4,12,6.0,102,145,2.8431372549,0.0502866958749,4.91419141914,0.214048129332,4.85251874529,0.803305688818,4.71701815146e+15
1774,5,12,6.0,96,143,2.97916666667,0.0604541122004,4.38355263158,0.249232895714,5.25807078558,0.81946610476,4.71701815146e+15
1775,6,12,6.0,92,141,3.0652173913,0.0673581249668,4.26086956522,0.251378004643,4.33673867652,0.681108930207,4.71701815146e+15
1776,7,12,6.0,83,138,3.32530120482,0.0829105897273,3.82897443432,0.289991585185,5.03735413846,0.737116644757,4.71701815146e+15
1777,8,12,6.0,82,132,3.21951219512,0.116154806664,3.65883769949,0.298834756236,4.87772633555,0.775545267109,4.71701815146e+15
1778,9,12,6.0,78,131,3.35897435897,0.0885429385429,3.39393939394,0.332372204074,4.13773242859,0.627546485717,4.71701815146e+15
1779,10,12,6.0,76,131,3.44736842105,0.105729784989,3.65122807018,0.325107079434,5.0307340077,1.1179244725,4.71701815146e+15
1780,20,12,6.0,56,120,4.28571428571,0.215081941868,2.81558441558,0.406353761307,3.77506888146,0.636644463981,4.71701815146e+15
1781,30,12,6.0,45,108,4.8,0.31052715965,2.52727272727,0.489094886983,4.53845210774,1.02146313846,4.71701815146e+15
1782,40,12,6.0,37,99,5.35135135135,0.380898601951,2.28828828829,0.564266801325,4.12490657183,0.90208282522,4.71701815146e+15
1783,50,12,6.0,30,97,6.46666666667,0.433343206501,2.06666666667,0.653842072821,6.15016756547,1.62862598384,4.71701815146e+15
1784,60,12,6.0,28,85,6.07142857143,0.337701980559,2.11111111111,0.680427134527,5.93579264847,1.64526421616,4.71701815146e+15
1785,70,12,6.0,24,81,6.75,0.453316781258,1.90579710145,0.738400382036,7.85936027137,2.80032210446,4.71701815146e+15
1786,80,12,6.0,21,73,6.95238095238,0.473246066103,1.84285714286,0.650276182227,10.9606197614,4.06640598956,4.71701815146e+15
1787,90,12,6.0,19,75,7.89473684211,0.593172324751,1.6783625731,0.816758634534,3.61050834802,0.674030357134,4.71701815146e+15
1788,100,12,6.0,19,68,7.15789473684,0.51924858767,1.83625730994,0.762931306388,14.193210053,6.59660502649,4.71701815146e+15
1789,120,12,6.0,16,58,7.25,0.714781746032,1.65833333333,0.831863580632,3.79368064586,0.931226881953,4.71701815146e+15
1790,140,12,6.0,14,49,7.0,0.690986394558,1.63736263736,0.782688477493,46.9709998668,22.9854999334,4.71701815146e+15
1791,160,12,6.0,12,46,7.66666666667,0.669444444444,1.45454545455,0.795399207362,35.4782499001,19.906026861,4.71701815146e+15
1792,180,12,6.0,11,43,7.81818181818,0.821500721501,1.4,0.781144728038,4.78568392821,1.33844138853,4.71701815146e+15
1793,200,12,6.0,10,35,7.0,0.654047619048,1.4,0.795579735716,6.68307703224,2.14800121556,4.71701815146e+15
1794,250,12,6.0,8,25,6.25,0.825595238095,1.32142857143,0.89051796777,6.28643707822,2.15817889983,4.71701815146e+15
1795,300,12,6.0,7,22,6.28571428571,0.866666666667,1.2380952381,0.643915638519,38.4443784471,16.7456351166,4.71701815146e+15
1796,350,12,6.0,6,15,5.0,0.822222222222,1.26666666667,0.826165047177,20.4614775839,11.2360893219,4.71701815146e+15
1797,400,12,6.0,5,14,5.6,0.9,1.1,0.485475297227,10.1413582462,4.08813968906,4.71701815146e+15
1798,450,12,6.0,5,12,4.8,0.866666666667,1.2,0.760964047444,11.9696298955,5.48481494775,4.71701815146e+15
1799,500,12,6.0,4,10,5.0,1.0,1.0,-0.0,,,4.71701815146e+15
1800,1,12,6.0,129,162,2.51162790698,0.0396200698526,6.41872577519,0.165122971834,7.37367602896,1.32900332257,8.63627753889e+14
1801,2,12,6.0,116,161,2.77586206897,0.0518778775878,4.85247376312,0.205521078326,6.60749996303,1.69072485357,8.63627753889e+14
1802,3,12,6.0,107,159,2.97196261682,0.0837185964729,4.16857697055,0.213602847279,6.24667481498,1.98305668149,8.63627753889e+14
1803,4,12,6.0,103,158,3.06796116505,0.094440794543,4.10755758614,0.243262972939,4.25666091777,0.940117028768,8.63627753889e+14
1804,5,12,6.0,97,157,3.23711340206,0.153179033726,3.70382302405,0.248297121703,3.70481717156,0.530458289942,8.63627753889e+14
1805,6,12,6.0,90,152,3.37777777778,0.179265432099,3.5393258427,0.274293444561,4.24597505345,0.867523324002,8.63627753889e+14
1806,7,12,6.0,82,146,3.56097560976,0.138765547912,3.33273110509,0.33515983204,4.22524440044,1.21902780014,8.63627753889e+14
1807,8,12,6.0,83,143,3.44578313253,0.157004820258,3.42873934763,0.329897835663,4.06105287356,0.883649850277,8.63627753889e+14
1808,9,12,6.0,79,142,3.59493670886,0.219155691941,3.1535215839,0.328660299054,3.25409245481,0.460114695612,8.63627753889e+14
1809,10,12,6.0,77,139,3.61038961039,0.240470880731,3.16780587833,0.353559703384,4.79533240853,1.26511080284,8.63627753889e+14
1810,20,12,6.0,57,126,4.42105263158,0.314606490158,2.54323308271,0.435988173283,3.95847789359,1.11819953796,8.63627753889e+14
1811,30,12,6.0,44,108,4.90909090909,0.321961763419,2.3023255814,0.542699335907,3.54443377189,0.705698956275,8.63627753889e+14
1812,40,12,6.0,37,99,5.35135135135,0.438312048312,2.18468468468,0.591602317255,3.17658927831,0.464050393347,8.63627753889e+14
1813,50,12,6.0,31,98,6.32258064516,0.393707895575,2.06666666667,0.681765317964,2.73641870689,0.370205712202,8.63627753889e+14
1814,60,12,6.0,27,84,6.22222222222,0.535989711024,1.98005698006,0.682422561552,4.08494222278,1.02831407426,8.63627753889e+14
1815,70,12,6.0,25,78,6.24,0.582705738706,1.86,0.682057990844,2.81799361409,0.428505204226,8.63627753889e+14
1816,80,12,6.0,23,74,6.4347826087,0.448113303292,1.88537549407,0.718334837588,5.00734438432,1.41681019435,8.63627753889e+14
1817,90,12,6.0,20,71,7.1,0.684888910109,1.68947368421,0.69361808443,4.00476113993,0.950188902693,8.63627753889e+14
1818,100,12,6.0,18,67,7.44444444444,0.616884350218,1.74509803922,0.846813848747,6.93513181269,2.24326896782,8.63627753889e+14
1819,120,12,6.0,15,54,7.2,0.678653198653,1.54285714286,0.789587256822,3.46103266516,0.82034422172,8.63627753889e+14
1820,140,12,6.0,14,51,7.28571428571,0.732730364873,1.53846153846,0.859899378758,6.3303053438,2.17608804426,8.63627753889e+14
1821,160,12,6.0,12,46,7.66666666667,0.71044973545,1.42424242424,0.77721492197,3.56063391589,0.853544638629,8.63627753889e+14
1822,180,12,6.0,11,42,7.63636363636,0.795021645022,1.38181818182,0.726412001554,6.80229398366,2.3687765996,8.63627753889e+14
1823,200,12,6.0,10,38,7.6,0.759682539683,1.31111111111,0.834858661788,17.3382028313,7.30666643221,8.63627753889e+14
1824,250,12,6.0,8,28,7.0,0.780952380952,1.21428571429,0.645190285784,34.9607480628,16.9803740314,8.63627753889e+14
1825,300,12,6.0,7,24,6.85714285714,0.833333333333,1.14285714286,0.602197017182,19.7221892235,8.37281755829,8.63627753889e+14
1826,350,12,6.0,6,19,6.33333333333,0.933333333333,1.06666666667,0.430676558073,5.36662210596,1.78266600986,8.63627753889e+14
1827,400,12,6.0,5,15,6.0,1.0,1.0,-0.0,,,8.63627753889e+14
1828,450,12,6.0,5,14,5.6,1.0,1.0,0.360964047444,4.08287932797,1.37870554875,8.63627753889e+14
1829,500,12,6.0,4,10,5.0,1.0,1.0,-0.0,,,8.63627753889e+14
1830,1,12,6.0,96,113,2.35416666667,0.0,5.69210526316,0.118285328861,11.0320783945,1.02926952591,3.46249042177e+14
1831,2,12,6.0,86,112,2.60465116279,0.0285148959568,4.33351573187,0.15742286775,7.6756541346,0.724076353829,3.46249042177e+14
1832,3,12,6.0,80,110,2.75,0.0686263736264,3.94493670886,0.177104947564,3.31785140855,0.669106067334,3.46249042177e+14
1833,4,12,6.0,77,106,2.75324675325,0.0598412918887,3.84723171565,0.195335273438,3.18548583825,0.658948773645,3.46249042177e+14
1834,5,12,6.0,74,108,2.91891891892,0.133629790983,3.53017400963,0.182152979288,6.10658546373,0.59768062093,3.46249042177e+14
1835,6,12,6.0,68,104,3.05882352941,0.103357831427,3.36172080773,0.237615134824,3.23684703831,0.620389745538,3.46249042177e+14
1836,7,12,6.0,67,103,3.07462686567,0.188960508811,3.26684758028,0.230836313311,3.40807699704,0.667880391391,3.46249042177e+14
1837,8,12,6.0,66,98,2.9696969697,0.118286979453,3.34592074592,0.254378574366,5.39542838696,0.558219963364,3.46249042177e+14
1838,9,12,6.0,67,99,2.9552238806,0.181983395848,3.17910447761,0.229095634223,5.62178169115,0.58228976042,3.46249042177e+14
1839,10,12,6.0,62,98,3.16129032258,0.179293394777,3.03384452671,0.266127542673,4.08607756386,0.796821800661,3.46249042177e+14
1840,20,12,6.0,52,87,3.34615384615,0.22185802703,2.62971342383,0.319886040968,5.73195923433,1.14766869055,3.46249042177e+14
1841,30,12,6.0,45,77,3.42222222222,0.280927960928,2.57474747475,0.38092900853,4.42300322488,0.94937028026,3.46249042177e+14
1842,40,12,6.0,36,74,4.11111111111,0.381452726018,2.34603174603,0.461341705157,4.94446546845,1.49086781209,3.46249042177e+14
1843,50,12,6.0,29,75,5.1724137931,0.386540279644,2.01724137931,0.576544415637,4.2221016013,1.0740338671,3.46249042177e+14
1844,60,12,6.0,28,63,4.5,0.411815252417,2.18253968254,0.557318021474,4.49493744257,1.32096218868,3.46249042177e+14
1845,70,12,6.0,24,63,5.25,0.498120300752,1.98550724638,0.584070604004,6.68115562031,2.14727499011,3.46249042177e+14
1846,80,12,6.0,22,62,5.63636363636,0.473862575333,1.88311688312,0.693236039237,3.8874484179,0.962482805967,3.46249042177e+14
1847,90,12,6.0,19,55,5.78947368421,0.467042606516,1.78947368421,0.701656028238,3.46960859755,0.637650197997,3.46249042177e+14
1848,100,12,6.0,17,59,6.94117647059,0.517316670258,1.61764705882,0.727748063254,5.16800136595,1.7015794323,3.46249042177e+14
